iShares MSCI World ETF,,,,,,,,,,,,,,,,,
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency,
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"424,108.48",0.04,"424,108.48","4,132.00",302130109,US3021301094,2325507,102.64,United States,NASDAQ,USD,1,USD,
EQNR,EQUINOR,Energy,Equity,"423,928.87",0.04,"423,928.87","20,547.00",S71336085,NO0010096985,7133608,20.63,Norway,Oslo Bors Asa,USD,8.49,NOK,
APT,AFTERPAY LTD,Information Technology,Equity,"423,998.44",0.04,"423,998.44","5,063.00",-,AU000000APT1,BF5L8B9,83.74,Australia,Asx - All Markets,USD,1.29,AUD,
4578,OTSUKA HOLDINGS LTD,Health Care,Equity,"423,760.82",0.04,"423,760.82","9,900.00",-,JP3188220002,B5LTM93,42.8,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
BNR,BRENNTAG,Industrials,Equity,"423,548.64",0.04,"423,548.64","5,120.00",-,DE000A1DAHH0,B4YVF56,82.72,Germany,Xetra,USD,0.84,EUR,
ALB,ALBEMARLE CORP,Materials,Equity,"422,328.97",0.04,"422,328.97","2,659.00",12653101,US0126531013,2046853,158.83,United States,New York Stock Exchange Inc.,USD,1,USD,
HAL,HALLIBURTON,Energy,Equity,"422,207.58",0.04,"422,207.58","17,614.00",406216101,US4062161017,2405302,23.97,United States,New York Stock Exchange Inc.,USD,1,USD,
VRSN,VERISIGN INC,Information Technology,Equity,"422,240.66",0.04,"422,240.66","2,218.00",9.23E+106,US92343E1029,2142922,190.37,United States,NASDAQ,USD,1,USD,
ESSITY B,ESSITY CLASS B,Consumer Staples,Equity,"422,166.37",0.04,"422,166.37","13,277.00",-,SE0009922164,BF1K7P7,31.8,Sweden,Nasdaq Omx Nordic,USD,8.53,SEK,
IT,GARTNER INC,Information Technology,Equity,"422,141.56",0.04,"422,141.56","2,273.00",366651107,US3666511072,2372763,185.72,United States,New York Stock Exchange Inc.,USD,1,USD,
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"421,816.92",0.04,"421,816.92","1,308.00",90384S303,US90384S3031,B28TS42,322.49,United States,NASDAQ,USD,1,USD,
TRU,TRANSUNION,Industrials,Equity,"421,640.70",0.04,"421,640.70","4,745.00",89400J107,US89400J1079,BYMWL86,88.86,United States,New York Stock Exchange Inc.,USD,1,USD,
DOV,DOVER CORP,Industrials,Equity,"421,263.28",0.04,"421,263.28","3,103.00",260003108,US2600031080,2278407,135.76,United States,New York Stock Exchange Inc.,USD,1,USD,
HUBS,HUBSPOT INC,Information Technology,Equity,"420,943.32",0.04,"420,943.32",882,443573100,US4435731009,BR4T3B3,477.26,United States,New York Stock Exchange Inc.,USD,1,USD,
COUP,COUPA SOFTWARE INC,Information Technology,Equity,"420,949.44",0.04,"420,949.44","1,494.00",22266L106,US22266L1061,BD87XR1,281.76,United States,NASDAQ,USD,1,USD,
MTB,M&T BANK CORP,Financials,Equity,"420,863.00",0.04,"420,863.00","2,710.00",55261F104,US55261F1049,2340168,155.3,United States,New York Stock Exchange Inc.,USD,1,USD,
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"420,853.41",0.04,"420,853.41",801,57060D108,US57060D1081,B03Q9D0,525.41,United States,NASDAQ,USD,1,USD,
GLE,SOCIETE GENERALE SA,Financials,Equity,"420,414.12",0.04,"420,414.12","16,128.00",S59665166,FR0000130809,5966516,26.07,France,Nyse Euronext - Euronext Paris,USD,0.84,EUR,
STERV,STORA ENSO CLASS R,Materials,Equity,"420,368.86",0.04,"420,368.86","21,762.00",S50726736,FI0009005961,5072673,19.32,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.84,EUR,
SGEN,SEAGEN INC,Health Care,Equity,"419,974.23",0.04,"419,974.23","2,769.00",81181C104,US81181C1045,BLPK4D2,151.67,United States,NASDAQ,USD,1,USD,
XRO,XERO LTD,Information Technology,Equity,"419,848.25",0.04,"419,848.25","4,802.00",-,NZXROE0001S2,B8P4LP4,87.43,Australia,Asx - All Markets,USD,1.29,AUD,
4307,NOMURA RESEARCH INSTITUTE LTD,Information Technology,Equity,"418,061.86",0.04,"418,061.86","13,700.00",S63909212,JP3762800005,6390921,30.52,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
ETR,ENTERGY CORP,Utilities,Equity,"417,641.28",0.04,"417,641.28","4,256.00",29364G103,US29364G1031,2317087,98.13,United States,New York Stock Exchange Inc.,USD,1,USD,
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"417,738.86",0.04,"417,738.86","6,818.00",74251V102,US74251V1026,2803014,61.27,United States,NASDAQ,USD,1,USD,
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"416,298.96",0.04,"416,298.96","2,503.00",15271109,US0152711091,2009210,166.32,United States,New York Stock Exchange Inc.,USD,1,USD,
4755,RAKUTEN INC,Consumer Discretionary,Equity,"416,247.42",0.04,"416,247.42","29,400.00",S62295977,JP3967200001,6229597,14.16,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,"415,898.66",0.04,"415,898.66","4,184.00",-,CH0025751329,B18ZRK2,99.4,Switzerland,SIX Swiss Exchange,USD,0.93,CHF,
SRG,SNAM,Utilities,Equity,"415,696.79",0.04,"415,696.79","76,450.00",S72514706,IT0003153415,7251470,5.44,Italy,Borsa Italiana,USD,0.84,EUR,
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"414,976.44",0.04,"414,976.44","3,578.00",372460105,US3724601055,2367480,115.98,United States,New York Stock Exchange Inc.,USD,1,USD,
STX,SEAGATE TECHNOLOGY PLC,Information Technology,Equity,"415,056.64",0.04,"415,056.64","5,504.00",-,IE00B58JVZ52,B58JVZ5,75.41,United States,NASDAQ,USD,1,USD,
PTC,PTC INC,Information Technology,Equity,"414,834.34",0.04,"414,834.34","3,026.00",69370C100,US69370C1009,B95N910,137.09,United States,NASDAQ,USD,1,USD,
8604,NOMURA HOLDINGS INC,Financials,Equity,"414,621.12",0.04,"414,621.12","67,100.00",S66431081,JP3762600009,6643108,6.18,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
OMC,OMNICOM GROUP INC,Communication,Equity,"414,577.28",0.04,"414,577.28","5,408.00",681919106,US6819191064,2279303,76.66,United States,New York Stock Exchange Inc.,USD,1,USD,
AKZA,AKZO NOBEL NV,Materials,Equity,"413,246.35",0.04,"413,246.35","3,790.00",-,NL0013267909,BJ2KSG2,109.04,Netherlands,Euronext Amsterdam,USD,0.84,EUR,
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"413,136.00",0.04,"413,136.00","2,416.00",892356106,US8923561067,2900335,171,United States,NASDAQ,USD,1,USD,
7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,Equity,"413,135.40",0.04,"413,135.40","17,400.00",S62698618,JP3639650005,6269861,23.74,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
A17U,ASCENDAS REAL ESTATE INVESTMENT TR,Real Estate,Equity,"412,870.71",0.04,"412,870.71","188,416.00",S65638751,SG1M77906915,6563875,2.19,Singapore,Singapore Exchange,USD,1.35,SGD,
SSE,SSE PLC,Utilities,Equity,"412,478.58",0.04,"412,478.58","21,398.00",S07908734,GB0007908733,790873,19.28,United Kingdom,London Stock Exchange,USD,0.72,GBP,
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,"412,326.11",0.04,"412,326.11","10,328.00",962879102,CA9628791027,BF13KN5,39.92,Canada,Toronto Stock Exchange,USD,1.25,CAD,
8113,UNICHARM CORP,Consumer Staples,Equity,"411,150.52",0.04,"411,150.52","9,900.00",S69114858,JP3951600000,6911485,41.53,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
EXAS,EXACT SCIENCES CORP,Health Care,Equity,"410,996.04",0.04,"410,996.04","3,172.00",30063P105,US30063P1057,2719951,129.57,United States,NASDAQ,USD,1,USD,
27,GALAXY ENTERTAINMENT GROUP LTD,Consumer Discretionary,Equity,"410,772.81",0.04,"410,772.81","44,000.00",S64658743,HK0027032686,6465874,9.34,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.77,HKD,
8002,MARUBENI CORP,Industrials,Equity,"410,326.87",0.04,"410,326.87","49,200.00",S65694648,JP3877600001,6569464,8.34,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,Equity,"410,320.88",0.04,"410,320.88","14,053.00",-,AU000000JHX1,B60QWJ2,29.2,Australia,Asx - All Markets,USD,1.29,AUD,
CNHI,CNH INDUSTRIAL NV,Industrials,Equity,"409,355.80",0.04,"409,355.80","26,869.00",-,NL0010545661,BDSV2V0,15.24,Italy,Borsa Italiana,USD,0.84,EUR,
ABC,AMERISOURCEBERGEN CORP,Health Care,Equity,"408,074.24",0.04,"408,074.24","3,584.00",3.07E+108,US03073E1055,2795393,113.86,United States,New York Stock Exchange Inc.,USD,1,USD,
HZNP,HORIZON THERAPEUTICS PUBLIC PLC,Health Care,Equity,"407,880.90",0.04,"407,880.90","4,410.00",-,IE00BQPVQZ61,BQPVQZ6,92.49,United States,NASDAQ,USD,1,USD,
CE,CELANESE CORP,Materials,Equity,"407,088.90",0.04,"407,088.90","2,790.00",150870103,US1508701034,B05MZT4,145.91,United States,New York Stock Exchange Inc.,USD,1,USD,
VTRS,VIATRIS INC,Health Care,Equity,"406,447.02",0.04,"406,447.02","27,706.00",92556V106,US92556V1061,BMWS3X9,14.67,United States,NASDAQ,USD,1,USD,
EMN,EASTMAN CHEMICAL,Materials,Equity,"406,461.44",0.04,"406,461.44","3,584.00",277432100,US2774321002,2298386,113.41,United States,New York Stock Exchange Inc.,USD,1,USD,
3659,NEXON LTD,Communication,Equity,"406,231.39",0.03,"406,231.39","12,400.00",-,JP3758190007,B63QM77,32.76,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
GBP,GBP CASH,Cash and/or Derivatives,Cash,"404,895.19",0.03,"404,895.19","292,069.00",-,-,-,138.63,United Kingdom,-,USD,0.72,GBP,
PPL,PPL CORP,Utilities,Equity,"404,681.25",0.03,"404,681.25","14,325.00",69351T106,US69351T1060,2680905,28.25,United States,New York Stock Exchange Inc.,USD,1,USD,
III,3I GROUP PLC,Financials,Equity,"404,644.90",0.03,"404,644.90","24,831.00",-,GB00B1YW4409,B1YW440,16.3,United Kingdom,London Stock Exchange,USD,0.72,GBP,
LNG,CHENIERE ENERGY INC,Energy,Equity,"404,402.56",0.03,"404,402.56","5,312.00",16411R208,US16411R2085,2654364,76.13,United States,Nyse Mkt Llc,USD,1,USD,
6869,SYSMEX CORP,Health Care,Equity,"404,306.99",0.03,"404,306.99","4,000.00",S68838077,JP3351100007,6883807,101.08,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
TER,TERADYNE INC,Information Technology,Equity,"403,882.50",0.03,"403,882.50","3,430.00",880770102,US8807701029,2884183,117.75,United States,NASDAQ,USD,1,USD,
1928,SEKISUI HOUSE LTD,Consumer Discretionary,Equity,"403,764.49",0.03,"403,764.49","19,600.00",S67939066,JP3420600003,6793906,20.6,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
ZAL,ZALANDO,Consumer Discretionary,Equity,"401,773.97",0.03,"401,773.97","3,905.00",-,DE000ZAL1111,BQV0SV7,102.89,Germany,Xetra,USD,0.84,EUR,
4507,SHIONOGI LTD,Health Care,Equity,"401,682.47",0.03,"401,682.47","7,200.00",S68046820,JP3347200002,6804682,55.79,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
T,TELUS CORP,Communication,Equity,"400,238.67",0.03,"400,238.67","19,064.00",87971M103,CA87971M1032,2381093,20.99,Canada,Toronto Stock Exchange,USD,1.25,CAD,
WORK,SLACK TECHNOLOGIES CLASS A INC,Information Technology,Equity,"399,874.05",0.03,"399,874.05","9,837.00",83088V102,US83088V1026,BKBS541,40.65,United States,New York Stock Exchange Inc.,USD,1,USD,
11,HANG SENG BANK LTD,Financials,Equity,"399,286.62",0.03,"399,286.62","20,400.00",S64083744,HK0011000095,6408374,19.57,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.77,HKD,
MKL,MARKEL CORP,Financials,Equity,"399,245.53",0.03,"399,245.53",349,570535104,US5705351048,2566436,"1,143.97",United States,New York Stock Exchange Inc.,USD,1,USD,
NICE,NICE LTD,Information Technology,Equity,"399,178.81",0.03,"399,178.81","1,728.00",S66471335,IL0002730112,6647133,231.01,Israel,Tel Aviv Stock Exchange,USD,3.31,ILS,
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,"399,004.38",0.03,"399,004.38","14,952.00",S62539838,AU000000ALL7,6253983,26.69,Australia,Asx - All Markets,USD,1.29,AUD,
9007,ODAKYU ELECTRIC RAILWAY LTD,Industrials,Equity,"396,714.78",0.03,"396,714.78","13,300.00",S66561069,JP3196000008,6656106,29.83,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Information Technology,Equity,"395,796.64",0.03,"395,796.64","5,713.00",78467J100,US78467J1007,B58YSC6,69.28,United States,NASDAQ,USD,1,USD,
5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,"395,592.21",0.03,"395,592.21","9,800.00",S61321014,JP3830800003,6132101,40.37,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
CAH,CARDINAL HEALTH INC,Health Care,Equity,"395,154.00",0.03,"395,154.00","6,813.00",14149Y108,US14149Y1082,2175672,58,United States,New York Stock Exchange Inc.,USD,1,USD,
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"394,752.00",0.03,"394,752.00","3,200.00",74834L100,US74834L1008,2702791,123.36,United States,New York Stock Exchange Inc.,USD,1,USD,
L,LOEWS CORP,Financials,Equity,"394,439.43",0.03,"394,439.43","7,581.00",540424108,US5404241086,2523022,52.03,United States,New York Stock Exchange Inc.,USD,1,USD,
MONC,MONCLER,Consumer Discretionary,Equity,"393,963.59",0.03,"393,963.59","6,442.00",-,IT0004965148,BGLP232,61.16,Italy,Borsa Italiana,USD,0.84,EUR,
7270,SUBARU CORP,Consumer Discretionary,Equity,"393,616.49",0.03,"393,616.49","19,600.00",S63564066,JP3814800003,6356406,20.08,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
FFIV,F5 NETWORKS INC,Information Technology,Equity,"393,624.70",0.03,"393,624.70","1,981.00",315616102,US3156161024,2427599,198.7,United States,NASDAQ,USD,1,USD,
CMS,CMS ENERGY CORP,Utilities,Equity,"392,418.00",0.03,"392,418.00","6,708.00",125896100,US1258961002,2219224,58.5,United States,New York Stock Exchange Inc.,USD,1,USD,
NTAP,NETAPP INC,Information Technology,Equity,"391,884.80",0.03,"391,884.80","5,696.00",64110D104,US64110D1046,2630643,68.8,United States,NASDAQ,USD,1,USD,
ENR,SIEMENS ENERGY N AG,Industrials,Equity,"391,562.72",0.03,"391,562.72","10,126.00",-,DE000ENER6Y0,BMTVQK9,38.67,Germany,Xetra,USD,0.84,EUR,
PPL,PEMBINA PIPELINE CORP,Energy,Equity,"391,351.04",0.03,"391,351.04","12,748.00",706327103,CA7063271034,B4PT2P8,30.7,Canada,Toronto Stock Exchange,USD,1.25,CAD,
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"390,279.12",0.03,"390,279.12","1,372.00",146869102,US1468691027,BYQHPG3,284.46,United States,New York Stock Exchange Inc.,USD,1,USD,
IR,INGERSOLL RAND INC,Industrials,Equity,"389,126.16",0.03,"389,126.16","7,666.00",45687V106,US45687V1061,BL5GZ82,50.76,United States,New York Stock Exchange Inc.,USD,1,USD,
NDAQ,NASDAQ INC,Financials,Equity,"388,771.37",0.03,"388,771.37","2,663.00",631103108,US6311031081,2965107,145.99,United States,NASDAQ,USD,1,USD,
8630,SOMPO HOLDINGS INC,Financials,Equity,"388,832.99",0.03,"388,832.99","9,900.00",-,JP3165000005,B62G7K6,39.28,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
1928,SANDS CHINA LTD,Consumer Discretionary,Equity,"388,676.06",0.03,"388,676.06","78,400.00",-,KYG7800X1079,B5B23W2,4.96,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.77,HKD,
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"388,282.86",0.03,"388,282.86","13,034.00",143658300,PA1436583006,2523044,29.79,United States,New York Stock Exchange Inc.,USD,1,USD,
FTS,FORTIS INC,Utilities,Equity,"388,308.82",0.03,"388,308.82","9,164.00",349553107,CA3495531079,2347200,42.37,Canada,Toronto Stock Exchange,USD,1.25,CAD,
SK3,SMURFIT KAPPA GROUP PLC,Materials,Equity,"387,806.52",0.03,"387,806.52","8,431.00",-,IE00B1RR8406,B1RR828,46,Ireland,Irish Stock Exchange - All Market,USD,0.84,EUR,
J,JACOBS ENGINEERING GROUP INC,Industrials,Equity,"387,332.76",0.03,"387,332.76","3,077.00",469814107,US4698141078,2469052,125.88,United States,New York Stock Exchange Inc.,USD,1,USD,
KINV B,KINNEVIK CLASS B,Financials,Equity,"386,659.95",0.03,"386,659.95","8,089.00",-,SE0014684528,BN2C4W4,47.8,Sweden,Nasdaq Omx Nordic,USD,8.53,SEK,
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,"385,208.27",0.03,"385,208.27","10,319.00",205887102,US2058871029,2215460,37.33,United States,New York Stock Exchange Inc.,USD,1,USD,
WAT,WATER CORP,Health Care,Equity,"385,226.19",0.03,"385,226.19","1,413.00",941848103,US9418481035,2937689,272.63,United States,New York Stock Exchange Inc.,USD,1,USD,
IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,"385,124.10",0.03,"385,124.10","19,557.00",S04544920,GB0004544929,454492,19.69,United Kingdom,London Stock Exchange,USD,0.72,GBP,
8697,JAPAN EXCHANGE GROUP INC,Financials,Equity,"384,937.46",0.03,"384,937.46","16,600.00",S67438820,JP3183200009,6743882,23.19,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
SN.,SMITH AND NEPHEW PLC,Health Care,Equity,"383,762.96",0.03,"383,762.96","19,837.00",S09223207,GB0009223206,922320,19.35,United Kingdom,London Stock Exchange,USD,0.72,GBP,
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,"383,631.36",0.03,"383,631.36","3,584.00",101121101,US1011211018,2019479,107.04,United States,New York Stock Exchange Inc.,USD,1,USD,
2503,KIRIN HOLDINGS LTD,Consumer Staples,Equity,"382,660.25",0.03,"382,660.25","19,600.00",497350108,JP3258000003,6493745,19.52,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"381,283.80",0.03,"381,283.80","23,756.00",42824C109,US42824C1099,BYVYWS0,16.05,United States,New York Stock Exchange Inc.,USD,1,USD,
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"379,648.83",0.03,"379,648.83","1,019.00",29414B104,US29414B1044,B44Z3T8,372.57,United States,New York Stock Exchange Inc.,USD,1,USD,
CLNX,CELLNEX TELECOM SA,Communication,Equity,"379,622.68",0.03,"379,622.68","7,138.00",-,ES0105066007,BX90C05,53.18,Spain,Bolsa De Madrid,USD,0.84,EUR,
DHER,DELIVERY HERO,Consumer Discretionary,Equity,"379,400.39",0.03,"379,400.39","3,038.00",-,DE000A2E4K43,BZCNB42,124.89,Germany,Xetra,USD,0.84,EUR,
FME,FRESENIUS MEDICAL CARE AG,Health Care,Equity,"377,662.68",0.03,"377,662.68","5,216.00",S51290740,DE0005785802,5129074,72.4,Germany,Xetra,USD,0.84,EUR,
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"377,319.60",0.03,"377,319.60","4,185.00",538034109,US5380341090,B0T7YX2,90.16,United States,New York Stock Exchange Inc.,USD,1,USD,
6762,TDK CORP,Information Technology,Equity,"377,072.16",0.03,"377,072.16","2,700.00",S68693027,JP3538800008,6869302,139.66,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
CTLT,CATALENT INC,Health Care,Equity,"376,438.43",0.03,"376,438.43","3,529.00",148806102,US1488061029,BP96PQ4,106.67,United States,New York Stock Exchange Inc.,USD,1,USD,
NXT,NEXT PLC,Consumer Discretionary,Equity,"376,388.66",0.03,"376,388.66","3,488.00",S32089864,GB0032089863,3208986,107.91,United Kingdom,London Stock Exchange,USD,0.72,GBP,
FM,FIRST QUANTUM MINERALS LTD,Materials,Equity,"376,270.40",0.03,"376,270.40","16,795.00",335934105,CA3359341052,2347608,22.4,Canada,Toronto Stock Exchange,USD,1.25,CAD,
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"376,079.90",0.03,"376,079.90","7,567.00",745867101,US7458671010,2708841,49.7,United States,New York Stock Exchange Inc.,USD,1,USD,
BEI,BEIERSDORF AG,Consumer Staples,Equity,"376,161.96",0.03,"376,161.96","3,630.00",S51074011,DE0005200000,5107401,103.63,Germany,Xetra,USD,0.84,EUR,
UPM,UPM-KYMMENE,Materials,Equity,"376,073.73",0.03,"376,073.73","9,804.00",S50512524,FI0009005987,5051252,38.36,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.84,EUR,
AVTR,AVANTOR INC,Health Care,Equity,"375,888.08",0.03,"375,888.08","12,926.00",05352A100,US05352A1007,BJLT387,29.08,United States,New York Stock Exchange Inc.,USD,1,USD,
BALN,BALOISE HOLDING AG,Financials,Equity,"374,982.06",0.03,"374,982.06","2,173.00",S71245948,CH0012410517,7124594,172.56,Switzerland,SIX Swiss Exchange,USD,0.93,CHF,
4543,TERUMO CORP,Health Care,Equity,"374,937.00",0.03,"374,937.00","9,800.00",S68850742,JP3546800008,6885074,38.26,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
ALLY,ALLY FINANCIAL INC,Financials,Equity,"373,519.44",0.03,"373,519.44","8,012.00",02005N100,US02005N1000,B72XK05,46.62,United States,New York Stock Exchange Inc.,USD,1,USD,
NZYM B,NOVOZYMES B,Materials,Equity,"371,376.23",0.03,"371,376.23","5,839.00",-,DK0060336014,B798FW0,63.6,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.24,DKK,
6506,YASKAWA ELECTRIC CORP,Industrials,Equity,"371,134.02",0.03,"371,134.02","7,500.00",S69860419,JP3932000007,6986041,49.48,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
SKF B,SKF B,Industrials,Equity,"371,045.18",0.03,"371,045.18","12,608.00",-,SE0000108227,B1Q3J35,29.43,Sweden,Nasdaq Omx Nordic,USD,8.53,SEK,
ITRK,INTERTEK GROUP PLC,Industrials,Equity,"371,021.29",0.03,"371,021.29","5,010.00",S31638364,GB0031638363,3163836,74.06,United Kingdom,London Stock Exchange,USD,0.72,GBP,
2388,BOC HONG KONG HOLDINGS LTD,Financials,Equity,"370,281.42",0.03,"370,281.42","99,500.00",S65361123,HK2388011192,6536112,3.72,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.77,HKD,
SAMPO,SAMPO,Financials,Equity,"370,010.18",0.03,"370,010.18","8,320.00",S52260387,FI0009003305,5226038,44.47,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.84,EUR,
PODD,INSULET CORP,Health Care,Equity,"369,808.88",0.03,"369,808.88","1,372.00",45784P101,US45784P1012,B1XGNW4,269.54,United States,NASDAQ,USD,1,USD,
ACA,CREDIT AGRICOLE SA,Financials,Equity,"369,390.91",0.03,"369,390.91","25,492.00",S72626104,FR0000045072,7262610,14.49,France,Nyse Euronext - Euronext Paris,USD,0.84,EUR,
ARGX,ARGENX,Health Care,Equity,"368,876.45",0.03,"368,876.45","1,177.00",-,NL0010832176,BNHKYX4,313.4,Belgium,Nyse Euronext - Euronext Brussels,USD,0.84,EUR,
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"368,560.14",0.03,"368,560.14","10,686.00",28414H103,US28414H1032,BF5L3T2,34.49,United States,New York Stock Exchange Inc.,USD,1,USD,
WPP,WPP PLC,Communication,Equity,"367,165.79",0.03,"367,165.79","29,272.00",-,JE00B8KF9B49,B8KF9B4,12.54,United Kingdom,London Stock Exchange,USD,0.72,GBP,
ABMD,ABIOMED INC,Health Care,Equity,"367,080.10",0.03,"367,080.10","1,195.00",3654100,US0036541003,2003698,307.18,United States,NASDAQ,USD,1,USD,
IFC,INTACT FINANCIAL CORP,Financials,Equity,"366,769.35",0.03,"366,769.35","3,008.00",45823T106,CA45823T1066,B04YJV1,121.93,Canada,Toronto Stock Exchange,USD,1.25,CAD,
FRE,FRESENIUS SE AND CO KGAA,Health Care,Equity,"365,846.08",0.03,"365,846.08","8,528.00",S43520972,DE0005785604,4352097,42.9,Germany,Xetra,USD,0.84,EUR,
PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"365,630.07",0.03,"365,630.07","11,401.00",42250P103,US42250P1030,BJBLRK3,32.07,United States,New York Stock Exchange Inc.,USD,1,USD,
TXG,10X GENOMICS INC CLASS A,Health Care,Equity,"365,442.00",0.03,"365,442.00","2,156.00",88025U109,US88025U1097,BKS3RS7,169.5,United States,NASDAQ,USD,1,USD,
4324,DENTSU GROUP INC,Communication,Equity,"365,058.42",0.03,"365,058.42","9,800.00",S64162811,JP3551520004,6416281,37.25,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
AUD,AUD CASH,Cash and/or Derivatives,Cash,"364,683.59",0.03,"364,683.59","471,746.00",-,-,-,77.3,Australia,-,USD,1.29,AUD,
EDEN,EDENRED SA,Information Technology,Equity,"364,671.71",0.03,"364,671.71","6,525.00",-,FR0010908533,B62G1B5,55.89,France,Nyse Euronext - Euronext Paris,USD,0.84,EUR,
XPO,XPO LOGISTICS INC,Industrials,Equity,"363,975.12",0.03,"363,975.12","2,844.00",983793100,US9837931008,B6Z1355,127.98,United States,New York Stock Exchange Inc.,USD,1,USD,
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Equity,"363,788.32",0.03,"363,788.32","10,200.00",S68589027,JP3409000001,6858902,35.67,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
STE,STERIS,Health Care,Equity,"363,644.64",0.03,"363,644.64","1,944.00",G8473T100,IE00BFY8C754,BFY8C75,187.06,United States,New York Stock Exchange Inc.,USD,1,USD,
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"362,498.55",0.03,"362,498.55","7,485.00",440452100,US4404521001,2437264,48.43,United States,New York Stock Exchange Inc.,USD,1,USD,
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"361,653.75",0.03,"361,653.75","3,825.00",V7780T103,LR0008862868,2754907,94.55,United States,New York Stock Exchange Inc.,USD,1,USD,
NIBE B,NIBE INDUSTRIER CLASS B,Industrials,Equity,"360,471.57",0.03,"360,471.57","11,172.00",-,SE0008321293,BYYT1T6,32.27,Sweden,Nasdaq Omx Nordic,USD,8.53,SEK,
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,"360,133.37",0.03,"360,133.37","5,017.00",-,GB00BHJYC057,BHJYC05,71.78,United Kingdom,London Stock Exchange,USD,0.72,GBP,
PUM,PUMA,Consumer Discretionary,Equity,"360,048.23",0.03,"360,048.23","3,435.00",S50647221,DE0006969603,5064722,104.82,Germany,Xetra,USD,0.84,EUR,
6965,HAMAMATSU PHOTONICS,Information Technology,Equity,"359,990.84",0.03,"359,990.84","6,100.00",S64058704,JP3771800004,6405870,59.01,Japan,Tokyo Stock Exchange,USD,109.13,JPY,
